faa,name,lat,lon,alt,tz,dst,tzone
VCT,Victoria Regional Airport,28.85260009765625,-96.91850280761719,115,-6.0,A,2.0
VCV,Southern California Logistics Airport,34.597499847399995,-117.383003235,2885,-8.0,A,6.0
VDZ,Valdez Pioneer Field,61.13389969,-146.2480011,121,-9.0,A,5.0
VEE,Venetie Airport,67.0086975098,-146.365997314,574,-9.0,A,5.0
VEL,Vernal Regional Airport,40.4408989,-109.5100021,5278,-7.0,A,3.0
VGT,North Las Vegas Airport,36.21070098877,-115.19400024414,2205,-8.0,U,6.0
VIS,Visalia Municipal Airport,36.3186988831,-119.392997742,295,-8.0,A,6.0
VLD,Valdosta Regional Airport,30.782499313354492,-83.27670288085938,203,-5.0,A,1.0
VNC,Venice Municipal Airport,27.071599960327,-82.440299987793,18,-5.0,A,1.0
VNW,Van Wert County Airport,40.86470031738281,-84.6093978881836,785,-5.0,A,1.0
VNY,Van Nuys Airport,34.209800720215,-118.48999786377,802,-8.0,A,6.0
VOK,Volk Field,43.938999176025,-90.253402709961,912,-6.0,A,2.0
VPC,Cartersville Airport,34.12310028076172,-84.84870147705078,759,-5.0,A,1.0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,2.0
VPZ,Porter County Municipal Airport,41.45399857,-87.00710297,770,-5.0,A,
VRB,Vero Beach Municipal Airport,27.655599594116,-80.417900085449,24,-5.0,A,1.0
VTN,Miller Field,42.85779953,-100.5479965,2596,,,
VYS,Illinois Valley Regional Airport-Walter A Duncan Field,41.351898,-89.153099,654,-6.0,A,2.0
WAA,Wales Airport,65.622593,-168.095,22,-9.0,A,5.0
WAL,Wallops Flight Facility Airport,37.9402008057,-75.4664001465,40,-5.0,A,1.0
WBQ,Beaver Airport,66.362197876,-147.406997681,359,-9.0,A,5.0
WBU,Boulder Municipal Airport,40.0393981934,-105.225997925,5288,-7.0,A,3.0
WBW,Wilkes Barre Wyoming Valley Airport,41.2971992493,-75.8511962891,545,-5.0,A,1.0
WDR,Barrow County Airport,33.98289871,-83.66739655,943,-5.0,A,1.0
WFK,Northern Aroostook Regional Airport,47.2854995728,-68.31279754639999,988,-5.0,A,1.0
WHP,Whiteman Airport,34.2593002319,-118.413002014,1003,-8.0,A,6.0
WJF,General WM J Fox Airfield,34.74110031,-118.2190018,2351,-8.0,A,
WKK,Aleknagik / New Airport,59.2826004028,-158.617996216,66,-9.0,A,5.0
WKL,Waikoloa Heliport,19.9205,-155.8607,119,-10.0,N,8.0
WLK,Selawik Airport,66.60009766,-159.9859924,17,-9.0,A,5.0
WMC,Winnemucca Municipal Airport,40.8965988159,-117.805999756,4308,,,
WMH,Ozark Regional Airport,36.3689002991,-92.47049713130001,928,,,
WMO,White Mountain Airport,64.689201355,-163.412994385,267,-9.0,A,5.0
WNA,Napakiak Airport,60.69029998779297,-161.97900390625,17,-9.0,A,5.0
WRB,Robins Air Force Base,32.6400985718,-83.5919036865,294,-5.0,A,1.0
WRG,Wrangell Airport,56.48429871,-132.3699951,49,-9.0,A,5.0
WRI,Mc Guire Air Force Base,40.0155983,-74.59169769,131,-5.0,A,1.0
WRL,Worland Municipal Airport,43.9656982421875,-107.95099639892578,4227,-7.0,A,3.0
WSD,Condron Army Air Field,32.34149933,-106.4029999,3934,-7.0,A,3.0
WSN,South Naknek Nr 2 Airport,58.7033996582,-157.007995605,162,-9.0,A,5.0
WST,Westerly State Airport,41.3496017456,-71.8033981323,81,-5.0,A,1.0
WTK,Noatak Airport,67.56610107421875,-162.97500610351562,88,-9.0,A,5.0
WVI,Watsonville Municipal Airport,36.9356994629,-121.790000916,163,-8.0,A,
WWA,Wasilla Airport,61.5717010498,-149.539993286,354,,,
WWD,Cape May County Airport,39.008499145500004,-74.9083023071,23,-5.0,A,1.0
WWR,West Woodward Airport,36.438,-99.5226667,2189,,,
WYS,Yellowstone Airport,44.68840027,-111.1179962,6649,-7.0,A,3.0
XFL,Flagler County Airport,29.4673996,-81.20629883,33,-5.0,A,1.0
XMR,Cape Canaveral AFS Skid Strip,28.4675998688,-80.56659698490002,10,,,
XNA,Northwest Arkansas Regional Airport,36.281898,-94.306801,1287,-6.0,A,2.0
YAK,Yakutat Airport,59.5032997131,-139.660003662,33,-9.0,A,5.0
YIP,Willow Run Airport,42.23789978,-83.53040314,716,-5.0,A,1.0
YKM,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099,-8.0,A,6.0
YKN,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785,1306,-6.0,A,2.0
YNG,Youngstown Warren Regional Airport,41.26070023,-80.67910004,1192,-5.0,A,1.0
YUM,Yuma MCAS/Yuma International Airport,32.65660095,-114.6060028,213,-7.0,N,4.0
Z84,Clear Airport,64.301201,-149.119995,552,-9.0,A,5.0
ZPH,Zephyrhills Municipal Airport,28.2282009125,-82.15589904790001,90,-5.0,A,1.0
ZSY,Scottsdale Airport,33.622898101807,-111.91100311279,1510,-7.0,A,4.0
ZUN,Black Rock Airport,35.08319854736328,-108.79199981689453,6454,-7.0,A,3.0
ZZV,Zanesville Municipal Airport,39.9444007874,-81.89209747310001,900,,,
